958,50,55,45
959,42,52,34
960,78,77,79
961,72,71,72
962,40,43,38
963,76,75,76
964,68,69,68
965,75,80,71
966,63,61,65
967,60,53,65
968,38,37,39
969,66,67,66
970,67,66,68
971,70,63,75
972,54,54,54
973,68,67,69
974,62,64,60
975,75,77,73
976,78,77,79
977,61,65,58
978,75,46,46
979,33,31,34
980,84,81,86
981,84,84,84
982,83,79,86
983,74,73,74
984,90,91,89
985,73,71,75
986,78,79,78
987,81,78,84
988,82,84,80
989,77,78,76
990,78,76,80
991,88,90,87
992,70,68,72
993,62,70,56
994,61,53,68
995,70,67,72
996,79,81,78
997,86,89,83
998,79,79,79
999,75,76,74
1000,90,92,89
