178,50,71,48,42,53,44
179,85,82,84,87,85,85
180,68,54,78,55,77,69
181,84,86,84,83,85,83
182,76,68,73,75,80,82
183,70,52,75,69,72,71
184,79,73,80,82,77,79
185,83,83,83,82,84,82
186,45,16,20,14,14,13
187,78,64,81,77,81,76
188,83,74,84,83,84,82
189,40,11,18,10,10,13
190,52,53,50,58,53,29
191,49,16,21,15,18,14
192,52,83,49,43,54,50
193,57,49,59,58,58,52
194,59,78,58,55,64,42
195,84,84,83,84,85,82
196,50,52,51,44,57,41
197,78,61,82,81,82,70
198,80,68,79,81,84,83
199,54,35,44,59,65,42
200,54,12,21,15,13,17
201,30,69,21,35,20,26
202,50,46,58,52,47,39
203,78,71,79,80,80,75
204,43,24,18,22,13,13
205,79,68,79,80,82,75
206,77,82,77,75,78,79
207,38,75,50,24,34,30
208,83,83,81,83,84,81
209,84,80,85,85,84,83
210,82,82,84,79,84,85
211,52,77,52,45,55,42
212,48,52,58,44,45,48
213,35,75,37,39,20,19
214,78,58,80,79,81,82
215,63,57,62,66,67,52
216,74,66,79,71,76,74
217,75,44,83,79,75,76
218,61,20,15,12,18,14
219,84,82,83,85,86,78
220,52,86,36,40,61,56
221,82,83,82,81,83,82
222,36,86,25,40,29,20
223,77,62,81,76,80,76
224,42,13,20,14,17,18
225,28,80,20,16,29,21
226,51,39,45,55,57,44
227,39,45,39,46,37,21
228,42,76,41,36,39,33
229,84,85,82,83,87,80
230,65,45,68,65,69,67
231,50,43,57,50,50,44
232,81,74,85,81,83,78
233,35,75,34,35,24,28
234,76,65,80,75,78,80
235,42,49,32,35,52,47
236,48,15,24,20,16,15
237,69,68,71,67,72,63
238,78,84,78,76,79,77
239,64,74,66,55,72,50
240,47,80,53,45,38,30
241,85,83,84,85,87,82
242,35,14,18,16,18,17
243,78,69,76,78,80,82
244,47,85,59,36,40,34
245,37,50,33,38,32,47
246,51,15,24,21,20,12
247,74,60,75,76,77,75
248,84,85,82,85,85,81
249,83,69,86,82,87,83
250,34,82,20,28,37,24
251,82,81,83,82,82,84
252,49,11,16,14,12,13
253,75,59,79,76,78,74
254,40,59,37,38,37,39
255,55,11,23,14,13,11
256,42,91,42,37,37,20
257,84,80,84,86,84,78
258,79,74,82,80,80,76
259,85,81,83,85,87,82
260,44,79,38,40,42,39
261,84,78,83,85,85,84
262,52,48,49,55,54,47
263,53,52,56,59,57,22
264,85,77,86,87,86,85
265,84,82,82,85,85,84
266,77,72,80,76,78,80
267,59,55,61,58,64,51
268,81,77,85,79,82,80
269,84,81,87,83,83,82
270,82,79,83,83,83,81
271,46,76,45,36,50,33
272,78,69,80,82,78,75
273,40,48,37,44,37,30
274,63,16,25,13,15,13
275,27,69,16,26,24,22
276,37,47,35,34,39,36
277,85,82,84,85,86,84
278,81,82,79,82,83,77
279,82,83,83,81,82,79
280,65,68,64,61,67,65
281,36,75,27,34,31,34
282,71,59,74,69,74,73
283,80,65,83,80,85,78
284,55,14,23,13,18,12
285,81,71,84,83,82,79
286,73,70,75,72,74,72
287,82,83,83,84,80,82
288,44,75,42,39,45,32
289,62,64,60,64,63,58
290,54,14,15,17,14,15
291,82,79,82,80,85,79
292,75,68,76,74,78,75
293,77,57,77,79,80,77
294,82,75,82,83,82,81
295,32,65,24,29,28,32
296,56,40,66,57,57,50
297,38,73,23,38,41,25
298,32,62,21,25,36,32
299,83,82,83,82,86,77
300,56,54,55,50,64,58
301,76,61,78,77,79,74
302,80,77,80,77,83,83
303,63,49,65,64,63,69
304,71,64,74,71,73,69
305,57,61,58,60,54,49
306,81,79,83,79,81,82
307,81,81,82,83,80,79
308,80,85,82,77,82,76
309,82,83,82,77,85,84
310,20,82,11,15,11,18
311,52,64,53,50,52,42
312,75,69,77,70,77,81
313,33,83,32,26,27,24
314,82,70,82,83,86,80
315,72,66,74,73,72,69
316,81,83,82,78,82,78
317,84,73,85,84,86,84
318,80,82,76,77,83,85
319,82,79,80,83,84,83
320,80,67,80,81,83,79
321,83,78,82,83,84,82
322,80,70,82,78,86,72
323,76,59,77,78,78,77
324,41,68,39,40,38,33
325,53,82,46,45,58,48
326,83,85,80,83,84,80
327,56,68,60,51,53,55
328,83,79,84,84,83,80
329,55,47,65,64,42,53
330,83,84,79,84,85,80
331,49,11,21,14,15,14
332,82,83,80,81,85,82
333,51,85,54,45,48,39
334,75,55,77,78,77,74
335,55,23,20,20,14,18
336,55,84,53,50,53,50
337,83,78,79,84,84,85
338,30,67,32,31,19,14
339,71,66,71,73,72,69
340,81,81,80,83,81,80
341,68,62,70,64,73,68
342,59,59,52,66,59,55
343,81,74,83,81,82,81
344,52,14,18,14,19,15
345,40,82,32,39,36,27
346,67,57,67,64,74,65
347,62,77,71,58,57,55
348,47,45,51,55,40,40
349,69,47,78,67,71,69
350,35,44,44,38,27,20
351,73,58,75,74,74,73
352,40,84,36,38,34,23
353,64,48,75,70,57,57
354,80,82,79,80,79,80
355,71,48,72,75,75,71
356,43,13,23,17,14,12
357,40,47,45,48,31,30
358,79,74,80,80,79,77
359,83,85,82,83,84,80
360,43,55,55,32,44,35
361,73,45,75,76,79,72
362,79,66,78,80,82,80
363,80,67,82,79,83,79
364,78,59,80,81,80,76
365,67,65,72,61,72,64
366,69,42,76,69,73,67
367,77,83,77,75,78,72
368,41,62,45,42,35,29
369,42,40,38,63,29,29
370,27,53,20,29,21,23
371,73,58,79,68,80,71
372,38,73,25,42,34,29
373,44,15,18,12,14,16
374,66,66,73,63,68,58
375,35,86,31,27,31,27
376,75,80,70,66,83,82
377,66,51,72,67,67,64
378,45,46,43,45,47,44
379,29,74,29,25,21,18
380,53,69,50,56,48,47
381,73,44,83,75,74,69
382,46,53,43,47,47,40
383,78,62,79,80,81,80
384,47,13,11,20,14,12
385,77,69,77,79,78,76
386,72,61,75,73,74,65
387,72,51,75,74,74,71
388,81,82,81,80,81,78
389,26,44,31,29,13,23
390,41,12,22,16,14,17
391,77,67,83,75,79,76
392,33,57,21,45,25,18
393,78,50,82,75,84,90
394,77,63,80,77,79,74
395,81,81,80,82,81,79
396,79,64,79,82,82,78
397,82,81,83,84,81,79
398,76,73,79,77,75,75
399,80,72,86,78,82,80
400,46,45,39,62,39,37
401,37,20,17,19,22,20
402,81,81,78,81,82,79
403,72,49,71,73,77,74
404,74,68,74,73,78,74
405,80,81,77,79,83,80
406,81,71,82,83,83,77
407,74,70,74,73,76,79
408,77,72,78,76,79,76
409,78,70,76,78,81,78
410,82,76,77,83,85,81
411,78,78,81,76,80,73
412,60,55,63,56,65,58
413,80,67,83,80,84,79
414,56,13,21,24,20,21
415,70,49,74,74,70,75
416,45,80,39,38,46,39
417,32,36,28,37,30,31
418,69,58,69,67,75,72
419,78,80,79,75,80,75
420,81,82,78,82,82,78
421,80,81,81,78,83,78
422,75,58,77,74,79,76
423,76,53,83,80,75,75
424,46,73,54,36,43,44
425,63,65,66,63,63,55
426,81,76,82,82,82,80
427,75,70,76,74,76,74
428,79,56,74,82,85,82
429,54,12,25,18,12,11
430,59,83,61,58,55,50
431,52,20,27,29,12,15
432,79,83,79,80,81,68
433,31,85,24,37,14,20
434,79,76,78,79,81,78
435,77,70,77,79,77,74
436,80,82,76,79,81,82
437,30,40,25,34,30,22
438,53,42,63,58,45,53
439,40,19,23,20,18,18
440,44,20,22,26,12,15
441,80,84,79,80,81,78
442,66,60,65,69,68,59
443,62,34,75,66,58,59
444,37,82,27,32,37,25
445,55,13,25,27,15,18
446,76,76,75,74,80,76
447,82,74,86,83,81,80
448,50,19,23,21,10,12
449,76,61,79,78,79,67
450,42,10,15,10,17,19
451,59,90,69,44,59,57
452,82,84,81,82,82,77
453,71,74,72,73,68,65
454,61,55,67,61,63,53
455,51,16,21,7,14,16
456,31,90,25,23,27,20
457,34,15,25,11,13,12
458,79,73,84,77,79,76
459,77,78,80,76,78,70
460,40,63,34,43,36,29
461,81,69,81,82,83,79
462,78,63,78,80,79,79
463,81,76,85,81,80,80
464,39,12,19,20,11,12
465,75,41,79,80,79,73
466,76,58,79,78,79,74
467,82,76,84,82,82,79
468,75,63,76,77,78,74
469,67,44,78,74,64,59
470,46,17,22,15,15,14
471,75,71,73,73,79,76
472,48,73,39,48,50,31
473,77,76,74,77,78,77
474,34,18,21,19,18,16
475,39,89,35,38,31,23
476,82,78,81,84,81,86
477,39,67,36,39,37,26
478,75,68,75,74,78,75
479,68,47,73,67,77,59
480,44,64,37,49,40,36
481,64,49,65,65,68,66
482,42,60,34,52,36,32
483,66,75,60,67,68,61
484,54,14,25,17,18,16
485,36,82,26,40,28,20
486,52,64,58,44,54,45
487,46,12,25,19,15,14
488,48,13,21,17,20,17
489,76,60,75,78,77,80
490,40,84,34,39,33,32
491,75,70,80,78,72,71
492,77,76,74,79,79,72
493,78,80,79,77,78,77
494,82,75,83,82,84,79
495,38,84,31,44,23,32
496,75,56,83,72,81,70
497,75,67,77,74,77,75
498,76,69,80,70,81,73
499,31,14,27,25,10,19
500,83,75,84,84,84,78
501,39,34,40,36,43,39
502,35,70,34,26,33,31
503,30,84,22,39,14,16
504,31,11,12,15,13,20
505,75,66,79,74,77,76
506,45,68,44,45,41,32
507,77,73,81,76,79,70
508,79,80,77,79,80,81
509,65,41,67,66,71,65
510,39,68,23,27,53,34
511,75,48,78,77,80,76
512,76,58,77,74,81,81
513,33,72,33,29,29,19
514,67,49,71,62,75,67
515,43,59,46,38,44,35
516,75,75,75,69,80,79
517,80,75,79,80,82,79
518,79,75,78,79,82,77
519,34,58,32,35,30,25
520,37,45,35,42,32,29
521,82,82,82,82,83,80
522,80,82,81,80,81,77
523,75,58,78,74,80,74
524,60,65,60,59,62,55
525,55,8,9,21,15,13
526,44,10,16,16,13,14
527,68,58,74,69,69,59
528,30,66,19,23,32,28
529,36,39,42,41,29,26
530,75,68,75,74,79,77
531,72,49,76,76,75,68
532,65,42,74,59,72,66
533,38,46,29,31,48,41
534,80,77,78,81,82,79
535,67,39,73,68,72,68
536,74,53,78,76,75,74
537,27,69,18,24,23,21
538,36,44,33,40,32,33
539,78,65,78,80,80,77
540,24,75,18,17,20,21
541,81,74,84,79,82,80
542,76,64,77,75,80,79
543,79,65,83,78,83,78
544,81,75,84,80,80,84
545,75,48,80,75,81,71
546,27,75,22,28,17,14
547,41,52,30,30,52,54
548,51,20,27,23,15,17
549,58,14,24,26,13,14
550,78,62,78,79,81,78
551,75,71,78,76,75,74
552,58,58,66,47,64,59
553,79,70,79,80,82,78
554,28,76,20,27,20,19
555,60,7,12,22,9,16
556,80,83,72,82,84,77
557,78,59,79,80,81,77
558,76,71,74,75,79,74
559,74,60,75,75,77,76
560,41,11,23,20,17,13
561,44,74,38,38,46,41
562,77,70,77,78,78,76
563,80,78,79,83,80,79
564,41,19,25,27,21,17
565,79,78,80,78,79,84
566,74,49,76,77,77,78
567,81,84,80,78,85,78
568,69,50,71,70,72,71
569,81,73,81,80,83,81
570,36,57,33,36,34,30
571,60,42,71,45,72,66
572,80,85,79,78,81,82
573,79,75,85,80,77,73
574,75,76,74,74,75,75
575,52,90,34,44,63,38
576,52,24,25,20,21,24
577,79,65,80,81,81,80
578,72,69,72,72,72,71
579,35,69,31,29,33,35
580,45,78,39,42,43,35
581,81,74,83,82,82,79
582,58,11,10,16,12,14
583,49,13,23,13,15,13
584,82,80,79,86,81,78
585,44,65,35,41,47,39
586,75,69,77,75,76,75
587,71,66,72,70,74,71
588,78,82,75,78,80,74
589,31,78,26,21,31,25
590,57,13,22,24,15,14
591,35,88,18,39,31,19
592,51,12,23,12,16,16
593,31,13,28,13,11,11
594,73,60,74,73,76,74
595,78,76,75,76,81,78
596,77,60,78,77,81,80
597,38,63,29,43,33,30
598,80,81,81,81,78,77
599,68,56,69,67,72,69
600,76,72,81,75,76,74
601,70,44,73,72,75,69
602,64,59,68,66,64,58
603,38,45,30,35,42,40
604,32,11,18,19,13,11
605,59,59,60,62,57,54
606,78,70,79,80,78,76
607,55,13,11,15,14,14
608,80,74,78,81,82,79
609,29,79,23,25,26,16
610,48,15,16,19,20,11
611,79,73,77,76,84,80
612,46,93,40,39,43,37
613,41,73,42,30,44,28
614,39,51,43,39,33,35
615,81,82,80,81,81,79
616,32,50,20,48,23,18
617,58,64,66,48,64,44
618,79,77,79,80,80,74
619,55,44,69,47,59,46
620,76,59,76,77,79,77
621,74,58,79,75,74,72
622,54,11,15,22,15,15
623,80,81,80,83,79,76
624,36,14,17,14,15,14
625,69,62,71,71,68,68
626,52,15,32,30,14,19
627,71,66,72,77,71,60
628,57,66,58,55,58,52
629,57,12,19,20,12,19
630,31,78,23,25,28,25
631,49,42,49,50,52,40
632,42,78,40,38,40,27
633,79,69,82,78,82,80
634,45,78,46,38,45,34
635,74,69,76,74,75,72
636,77,83,76,72,81,79
637,78,63,82,79,80,76
638,78,70,80,81,80,70
639,59,12,11,8,18,16
640,55,84,45,51,56,53
641,78,80,80,75,80,75
642,73,77,73,71,75,65
643,74,70,77,76,74,70
644,75,60,78,74,77,78
645,39,79,36,35,34,32
646,35,77,25,38,27,25
647,43,83,38,40,38,35
648,79,76,81,80,79,78
649,75,69,76,74,77,78
650,46,54,44,50,43,35
651,43,19,21,15,13,19
652,38,40,41,37,38,35
653,65,55,71,57,71,65
654,62,53,64,66,59,59
655,45,85,41,33,48,36
656,62,66,60,62,63,61
657,45,56,38,45,48,41
658,80,79,78,79,82,80
659,73,59,73,72,78,71
660,78,69,79,78,81,79
661,28,56,27,25,24,23
662,78,71,78,78,79,78
663,30,42,36,30,23,22
664,82,83,81,83,82,78
665,78,69,81,76,80,76
666,45,14,26,16,20,15
667,80,82,78,80,81,77
668,30,65,18,30,31,18
669,72,71,73,69,77,69
670,80,73,81,82,81,80
671,79,78,80,79,79,77
672,64,49,70,69,65,49
673,53,60,53,52,50,54
674,80,74,82,81,79,81
675,31,91,16,38,19,17
676,30,14,14,14,13,10
677,51,76,45,52,46,45
678,54,39,56,56,58,46
679,72,71,73,68,74,72
680,79,79,78,78,80,76
681,55,68,46,60,53,46
682,72,66,70,72,75,74
683,74,62,76,72,78,76
684,75,70,73,75,78,79
685,77,77,77,76,79,77
686,57,75,61,45,61,57
687,45,72,37,44,44,43
688,65,54,68,65,68,63
689,79,75,77,78,82,78
690,78,76,77,76,79,84
691,25,75,16,22,20,19
692,48,14,8,5,12,10
693,24,41,22,23,22,24
694,75,54,75,77,79,80
695,32,77,23,27,33,21
696,80,77,81,76,87,76
697,72,64,71,73,76,69
698,36,14,13,12,10,14
699,64,45,65,68,66,61
700,47,45,50,50,45,40
701,38,77,38,32,32,31
702,68,50,76,68,69,62
703,31,49,41,32,23,17
704,32,87,21,35,20,23
705,50,48,57,47,51,43
706,46,87,34,39,46,47
707,28,11,15,23,11,13
708,70,70,70,65,75,70
709,48,53,44,47,51,45
710,59,64,50,60,60,61
711,49,61,46,45,51,46
712,47,65,26,54,52,37
713,79,76,79,81,79,78
714,66,58,69,62,72,64
715,25,13,10,11,10,10
716,78,81,78,70,85,80
717,44,65,34,31,54,49
718,62,61,66,58,64,58
719,79,82,78,79,79,77
720,79,80,79,79,80,75
721,41,77,24,44,38,36
722,43,81,39,45,37,29
723,77,74,76,79,76,75
724,57,74,55,55,55,53
725,75,56,77,74,80,77
726,73,60,76,74,75,73
727,33,76,28,36,22,23
728,79,84,80,79,78,79
729,79,79,77,78,80,81
730,68,60,71,64,73,69
731,77,70,75,77,80,81
732,73,60,77,76,74,70
733,42,18,23,13,15,14
734,80,79,80,80,81,79
735,77,68,77,78,78,79
736,70,70,69,70,71,68
737,30,74,14,40,20,15
738,43,81,32,37,45,41
739,24,51,24,24,16,19
740,56,18,23,15,18,19
741,46,12,21,14,11,15
742,39,73,39,29,40,30
743,42,75,47,50,27,20
744,57,63,51,63,57,49
745,36,14,21,19,19,17
746,67,70,66,64,70,66
747,27,81,14,25,24,13
748,30,85,22,22,27,20
749,46,65,33,51,41,55
750,31,57,36,22,28,29
751,43,11,24,20,18,12
752,74,64,75,72,78,77
753,47,19,18,20,12,19
754,74,74,72,72,77,78
755,25,75,20,20,20,15
756,76,80,73,76,78,73
757,39,49,37,51,30,22
758,46,10,26,18,16,13
759,30,66,28,30,22,23
760,79,76,80,78,81,79
761,64,52,67,65,66,58
762,78,68,78,80,78,77
763,79,74,79,80,81,78
764,40,76,31,40,36,30
765,79,77,80,82,77,77
766,77,65,78,77,80,78
767,75,78,75,74,75,77
768,75,67,77,72,78,79
769,72,67,71,73,74,73
770,72,72,72,73,72,73
771,40,80,35,40,32,30
772,75,70,71,73,81,77
773,46,81,44,40,46,36
774,75,69,78,77,75,72
775,55,48,50,51,64,52
776,40,77,29,34,43,34
777,41,22,13,27,21,24
778,49,17,24,14,12,17
779,77,53,82,78,81,75
780,48,13,20,23,14,13
781,47,14,12,15,17,18
782,67,62,68,68,69,63
783,25,74,21,23,14,18
784,76,81,76,72,76,78
785,44,19,22,10,21,12
786,79,76,79,80,78,78
787,75,75,76,74,76,72
788,79,83,77,79,80,79
789,73,62,77,75,75,68
790,53,14,23,10,20,17
791,26,71,21,22,23,16
792,45,74,41,44,45,29
793,40,47,40,45,35,36
794,79,84,76,77,82,76
795,53,54,55,54,55,36
796,41,72,38,41,36,35
797,33,50,35,33,28,29
798,77,79,76,75,80,76
799,74,62,76,71,78,77
800,74,80,74,71,74,79
801,77,75,80,75,76,77
802,79,81,77,78,81,80
803,77,64,80,78,78,77
804,32,10,21,11,17,15
805,70,64,71,72,71,61
806,77,83,73,75,80,78
807,63,62,64,58,67,60
808,80,69,82,80,83,81
809,30,68,38,25,20,24
810,79,81,79,77,81,75
811,74,69,77,73,76,73
812,79,79,82,77,80,79
813,33,42,21,42,30,29
814,53,43,55,54,55,50
815,80,82,78,80,81,79
816,30,30,30,40,23,21
817,74,59,81,73,75,76
818,35,44,35,32,36,34
819,74,65,75,74,75,73
820,78,75,78,76,80,78
821,73,62,74,73,76,74
822,78,78,78,79,78,71
823,58,44,67,54,61,56
824,71,60,72,71,75,70
825,78,72,81,80,78,75
826,74,73,73,73,76,77
827,39,54,33,31,44,41
828,73,70,74,71,76,75
829,35,39,34,32,36,36
830,76,69,76,77,77,72
831,33,37,30,38,32,24
832,80,80,80,76,82,83
833,45,49,53,50,38,30
834,77,77,78,80,75,72
835,39,81,45,26,39,24
836,76,58,81,74,80,77
837,75,72,76,72,77,76
838,58,59,70,60,51,45
839,74,65,72,73,79,75
840,48,77,45,43,49,37
841,74,67,72,74,77,75
842,75,64,81,76,75,69
843,53,19,11,10,10,10
844,65,45,71,61,69,72
845,76,79,79,70,78,77
846,52,46,71,24,66,62
847,40,74,37,43,33,27
848,74,77,67,74,77,75
849,72,60,73,72,75,72
850,79,76,77,81,78,81
851,77,78,77,73,81,75
852,74,60,72,78,75,77
853,23,20,21,28,20,24
854,42,34,40,36,49,48
855,79,78,79,81,79,76
856,78,77,78,79,78,77
857,69,68,67,64,74,70
858,49,52,57,43,50,48
859,48,17,16,15,15,13
860,78,73,77,76,80,80
861,67,52,69,69,69,65
862,72,56,74,70,77,75
863,75,80,77,73,75,76
864,78,76,79,80,76,74
865,38,76,35,45,25,25
866,44,24,24,21,23,21
867,76,78,75,74,77,80
868,33,74,23,37,26,22
869,76,61,79,80,75,71
870,75,70,76,75,76,77
871,72,78,70,72,71,75
872,73,57,77,76,74,72
873,73,61,71,75,76,71
874,42,11,21,18,14,10
875,78,79,77,78,77,78
876,74,74,73,71,77,75
877,35,79,24,40,27,20
878,41,10,24,17,11,12
879,48,47,39,55,49,42
880,41,65,25,68,21,23
881,77,73,76,77,79,76
882,67,39,73,68,72,68
883,72,58,75,75,72,67
884,72,61,74,73,74,72
885,45,76,33,46,43,38
886,77,78,76,78,78,75
887,74,57,75,74,78,77
888,73,71,74,73,73,71
889,49,78,49,41,48,42
890,76,73,76,78,77,74
891,78,76,79,77,79,78
892,49,45,44,60,43,44
893,47,50,42,54,45,34
894,72,55,73,72,75,74
895,39,35,41,39,41,37
896,40,45,44,39,36,42
897,32,64,26,44,19,18
898,38,14,27,11,11,11
899,73,73,73,75,73,71
900,32,35,26,45,25,26
901,78,78,77,80,77,74
902,71,61,74,71,74,68
903,72,67,73,71,73,76
904,53,13,19,13,12,12
905,79,79,79,77,80,78
906,78,79,76,77,80,77
907,22,44,17,25,16,21
908,56,52,55,49,65,54
909,72,58,76,68,76,75
910,69,61,67,69,72,72
911,41,60,32,40,40,41
912,70,49,72,74,72,68
913,64,78,60,63,65,62
914,32,53,38,26,27,28
915,30,38,23,18,42,35
916,65,59,65,66,67,65
917,70,60,73,69,72,71
918,77,75,80,79,76,73
919,28,39,12,13,14,13
920,75,67,78,69,79,78
921,34,74,33,29,29,26
922,69,65,69,65,71,74
923,72,68,73,73,73,66
924,73,60,75,73,75,74
925,34,63,31,26,35,33
926,76,64,78,76,78,80
927,32,82,34,20,28,23
928,33,46,34,30,31,33
929,45,24,15,14,14,13
930,74,60,77,76,76,72
931,75,79,76,76,75,68
932,78,77,79,76,79,78
933,78,84,75,78,80,76
934,37,31,25,42,45,31
935,55,46,64,49,59,50
936,47,59,43,51,45,39
937,56,54,58,56,57,55
938,78,76,80,77,79,76
939,49,74,52,45,45,41
940,51,71,44,40,63,38
941,79,78,77,78,83,78
942,66,41,71,66,70,69
943,73,60,73,73,75,75
944,73,64,73,74,76,74
945,70,58,74,69,72,70
946,47,15,17,21,16,17
947,30,83,25,23,22,27
948,77,76,77,78,78,76
949,45,13,22,20,22,24
950,37,64,31,53,22,20
951,79,80,78,78,80,77
952,36,83,28,33,31,30
953,67,67,68,67,66,65
954,56,20,24,14,13,12
955,74,72,76,74,75,69
956,43,68,40,32,48,42
957,46,65,36,59,37,35
958,58,53,58,56,60,59
959,75,51,80,78,76,75
960,72,59,73,72,73,75
961,54,46,49,55,58,60
962,62,67,62,60,63,60
963,33,71,39,24,29,24
964,54,54,53,51,57,53
965,47,74,45,45,43,37
966,29,85,30,25,17,21
967,77,75,77,77,79,74
968,75,57,77,77,77,76
969,25,72,30,10,22,20
970,48,82,36,45,49,42
971,74,65,73,75,77,71
972,76,80,76,74,78,75
973,76,76,77,74,77,74
974,35,74,30,31,32,30
975,49,31,55,43,55,50
976,41,68,38,44,33,39
977,71,55,73,72,74,75
978,46,11,20,14,11,13
979,41,80,41,45,32,19
980,30,74,19,37,20,19
981,72,64,72,73,74,73
982,32,76,33,25,27,23
983,75,76,74,74,76,72
984,70,61,70,69,73,70
985,31,78,24,27,27,25
986,31,73,23,23,32,23
987,70,61,70,66,75,76
988,72,53,73,71,78,74
989,31,34,30,31,32,30
990,77,79,78,76,77,77
991,43,44,40,43,46,38
992,77,75,76,78,78,78
993,74,54,75,76,80,72
994,78,68,78,79,80,79
995,77,80,76,77,78,75
996,73,52,75,74,77,75
997,69,59,68,68,72,74
998,35,77,31,27,35,28
999,40,46,33,41,42,35
