102,9,14,11,6,10
103,9,5,6,7,7
104,11,6,11,10,13
105,13,13,15,9,15
106,14,13,14,13,12
107,85,83,82,83,85
108,11,11,9,5,14
109,6,13,9,7,7
110,8,4,14,9,10
111,15,6,10,5,6
112,8,10,7,14,13
113,11,15,10,7,10
114,84,82,79,84,86
115,15,12,16,13,12
116,10,5,5,13,12
117,11,14,8,11,10
118,2,2,3,2,4
119,10,7,11,12,11
120,11,12,6,8,8
121,6,7,10,9,6
122,9,11,13,15,15
123,3,3,2,4,3
124,13,12,10,7,14
125,14,11,10,5,8
126,6,7,8,9,7
127,8,9,8,8,14
128,5,12,6,12,14
129,10,12,15,11,9
130,11,10,8,14,13
131,6,8,10,14,12
132,13,9,8,7,7
133,10,13,13,14,14
134,11,8,15,12,15
135,6,10,6,15,8
136,8,12,9,9,14
137,8,12,7,13,11
138,11,5,9,11,12
139,6,8,11,10,12
140,13,12,14,13,14
141,10,8,14,6,8
142,11,11,6,5,14
143,8,11,14,5,9
144,11,12,13,8,12
145,7,11,10,11,13
146,10,13,10,11,7
147,9,11,12,12,10
148,10,6,10,13,11
149,12,7,10,13,11
150,13,14,7,7,13
151,13,6,6,11,15
152,14,15,15,8,10
153,5,15,6,11,10
154,7,10,14,7,11
155,13,6,13,13,13
156,6,6,14,10,13
157,13,9,6,12,10
158,16,12,10,8,10
159,9,12,9,13,14
160,9,12,12,13,12
161,7,8,14,15,9
162,16,11,7,13,13
163,7,16,9,10,9
164,12,12,13,15,13
165,13,8,6,6,15
166,82,79,77,85,85
167,14,14,10,9,6
168,9,7,12,11,11
169,5,7,11,10,14
170,8,7,13,8,14
171,6,14,7,13,11
172,84,80,74,79,88
173,11,13,13,13,9
174,15,11,7,9,5
175,11,14,9,11,8
176,15,6,14,8,7
177,9,9,8,6,8
178,13,10,9,8,16
179,9,11,7,10,15
180,11,15,13,7,14
181,13,15,13,5,6
182,5,5,13,6,9
183,12,9,12,11,6
184,10,10,15,7,13
185,10,11,14,15,8
186,81,78,79,81,86
187,7,13,7,9,13
188,7,5,9,3,5
189,84,77,69,82,87
190,6,15,7,6,12
191,83,82,79,79,84
192,14,8,14,13,14
193,6,8,6,12,11
194,8,11,9,6,10
195,7,15,11,10,8
196,11,7,11,8,14
197,14,12,5,10,13
198,16,12,15,11,11
199,11,14,14,12,14
200,82,79,80,81,83
201,8,14,14,7,15
202,9,11,11,12,8
203,8,10,8,10,7
204,82,81,73,81,83
205,11,12,11,10,15
206,7,16,15,16,10
207,9,12,11,9,9
208,11,8,7,9,14
209,10,12,8,6,8
210,14,8,8,13,11
211,13,11,13,12,10
212,11,16,11,8,9
213,9,9,8,15,9
214,13,10,9,12,9
215,11,12,9,10,15
216,7,13,10,7,13
217,12,6,8,11,8
218,81,80,86,80,83
219,12,10,6,8,10
220,6,7,14,7,6
221,7,10,12,15,8
222,12,7,8,13,13
223,9,12,10,16,15
224,83,76,79,85,84
225,10,11,7,8,12
226,14,14,13,6,10
227,9,10,14,8,13
228,14,10,12,10,13
229,8,10,8,14,13
230,7,8,13,9,13
231,15,15,13,12,11
232,9,8,12,12,7
233,12,9,11,15,12
234,12,7,13,12,12
235,15,8,10,8,14
236,83,77,85,78,84
237,14,9,12,11,11
238,10,10,7,13,14
239,6,6,12,15,13
240,7,11,13,14,10
241,16,15,13,15,10
242,79,87,85,77,81
243,10,7,14,7,10
244,14,13,7,11,8
245,8,12,13,16,14
246,84,77,87,80,87
247,8,9,9,8,12
248,15,12,15,10,6
249,8,6,8,12,13
250,13,15,10,9,12
251,12,16,11,13,11
252,82,82,71,83,82
253,14,11,12,5,9
254,11,15,9,14,12
255,82,80,77,80,83
256,12,15,11,6,5
257,6,10,13,10,15
258,12,13,9,8,11
259,16,6,14,16,14
260,14,15,10,10,15
261,13,9,10,6,5
262,12,7,9,14,6
263,9,14,7,7,6
264,8,6,5,9,8
265,16,13,15,16,13
266,6,12,9,6,13
267,10,8,12,15,6
268,15,10,10,8,10
269,15,6,15,15,7
270,12,7,10,15,7
271,8,7,9,7,12
272,11,13,12,15,14
273,9,11,7,7,15
274,84,78,71,80,86
275,8,10,10,14,6
276,15,10,15,11,10
277,11,9,9,13,11
278,13,8,7,8,8
279,11,13,5,6,8
280,14,15,10,12,11
281,12,5,13,5,8
282,11,8,14,12,6
283,12,8,8,12,8
284,85,79,75,78,84
285,7,13,11,6,7
286,11,6,10,14,9
287,8,12,11,14,15
288,11,6,9,5,6
289,8,11,11,13,5
290,82,78,77,78,80
291,9,7,9,9,15
292,15,7,14,5,7
293,13,7,9,10,11
294,6,14,13,14,8
295,8,7,13,13,11
296,15,11,15,7,8
297,9,11,9,15,8
298,9,8,12,8,5
299,5,10,13,7,15
300,14,5,10,10,5
301,7,11,15,11,11
302,5,8,6,9,11
303,6,9,8,8,11
304,14,9,15,14,14
305,16,7,15,6,14
306,10,15,13,12,8
307,9,11,14,9,7
308,14,16,9,14,9
309,18,12,14,11,18
310,9,12,7,8,7
311,8,9,12,8,8
312,16,15,15,7,7
313,8,11,20,19,20
314,15,14,14,10,9
315,12,15,9,10,14
316,13,12,8,6,8
317,12,11,14,16,6
318,6,7,8,15,9
319,14,10,8,7,7
320,12,12,7,13,11
321,10,9,13,6,9
322,11,11,9,8,11
323,13,16,8,12,13
324,11,6,15,7,14
325,12,7,8,11,13
326,12,8,13,10,7
327,5,11,14,5,7
328,12,5,8,11,12
329,14,7,12,6,10
330,10,15,16,15,15
331,80,82,75,80,83
332,11,12,16,16,8
333,12,5,13,13,10
334,13,8,7,7,10
335,79,82,78,83,80
336,15,15,11,5,6
337,6,10,9,12,7
338,8,14,8,13,10
339,13,15,15,13,13
340,8,15,5,9,10
341,10,7,10,15,14
342,12,10,15,12,12
343,8,13,14,7,7
344,83,78,73,79,83
345,14,12,16,13,16
346,12,12,10,15,15
347,11,8,15,12,7
348,8,14,14,12,16
349,12,11,15,10,10
350,13,7,9,15,11
351,9,16,9,9,7
352,14,15,9,14,9
353,6,6,10,10,10
354,13,9,10,15,16
355,14,15,11,14,14
356,84,78,67,78,84
357,10,12,8,8,14
358,7,9,10,13,15
359,9,13,14,15,10
360,7,9,10,8,13
361,10,7,16,13,14
362,8,8,8,12,14
363,16,13,16,7,14
364,5,5,13,7,9
365,11,13,13,13,14
366,7,14,15,14,9
367,7,10,14,9,14
368,11,10,14,14,10
369,11,12,6,8,11
370,10,9,12,7,7
371,9,8,9,11,10
372,14,15,14,10,13
373,82,78,73,82,86
374,14,7,15,11,15
375,13,9,14,9,13
376,14,14,10,6,8
377,6,11,10,11,15
378,6,5,11,8,10
379,7,6,9,7,11
380,15,13,9,13,9
381,6,8,8,12,7
382,6,10,11,6,11
383,7,13,13,15,7
384,83,77,68,77,86
385,15,13,12,10,15
386,5,12,6,13,14
387,6,13,13,11,12
388,7,14,6,7,13
389,9,7,8,14,10
390,81,75,78,81,79
391,6,13,6,13,11
392,12,13,6,15,14
393,9,8,6,8,8
394,6,12,9,7,8
395,13,8,10,5,8
396,8,14,15,12,7
397,7,11,10,7,6
398,14,8,14,12,10
399,8,12,8,6,11
400,9,7,15,6,12
401,77,79,78,80,81
402,11,9,7,12,6
403,12,7,8,13,14
404,7,8,8,12,15
405,12,9,8,6,14
406,6,6,8,14,14
407,12,7,11,10,15
408,11,14,9,5,12
409,13,12,12,6,13
410,12,8,13,8,7
411,9,6,6,10,11
412,9,12,12,5,6
413,7,10,6,8,11
414,80,76,71,77,84
415,12,8,7,10,9
416,10,6,9,5,8
417,11,8,14,8,10
418,15,14,15,8,15
419,7,9,12,9,11
420,8,7,13,7,14
421,7,15,9,14,6
422,16,12,10,14,12
423,15,7,12,8,13
424,9,10,14,7,14
425,16,16,9,14,9
426,14,5,15,14,5
427,14,16,11,15,10
428,13,13,5,5,8
429,80,79,78,80,76
430,13,6,9,15,11
431,76,74,86,80,85
432,9,7,13,14,15
433,4,5,4,4,5
434,10,12,13,7,7
435,12,6,14,10,7
436,11,14,6,13,9
437,12,16,14,11,11
438,6,9,7,7,8
439,78,75,74,82,83
440,78,77,77,78,83
441,14,14,7,9,15
442,11,13,14,15,13
443,13,11,7,6,16
444,10,14,10,8,11
445,82,78,74,79,82
446,7,7,9,12,5
447,12,9,8,12,11
448,82,73,70,81,84
449,6,10,15,7,16
450,80,81,71,78,81
451,14,16,14,16,15
452,7,11,16,10,6
453,8,6,4,14,14
454,10,4,14,4,14
455,80,74,74,83,85
456,11,11,8,15,7
457,81,76,77,80,82
458,12,11,11,14,12
459,16,6,14,12,6
460,12,7,5,13,9
461,6,7,7,12,7
462,9,9,8,10,15
463,12,9,10,14,10
464,82,79,73,77,83
465,12,8,9,14,13
466,11,9,11,10,10
467,12,16,8,7,9
468,15,7,12,11,9
469,14,7,9,12,11
470,82,77,72,78,83
471,10,14,9,7,16
472,13,15,12,13,14
473,11,6,8,14,15
474,79,78,85,77,82
475,12,12,8,7,11
476,8,12,10,7,7
477,11,10,7,8,8
478,13,7,14,16,15
479,13,12,13,12,9
480,14,8,14,10,7
481,14,16,8,6,13
482,11,14,12,14,13
483,11,10,13,7,9
484,80,77,72,81,82
485,12,10,11,7,12
486,14,13,13,16,8
487,78,76,79,77,81
488,80,79,72,80,83
489,9,14,6,9,10
490,6,10,14,9,15
491,6,6,5,14,14
492,3,5,3,3,5
493,7,13,12,10,9
494,14,15,7,12,12
495,13,7,12,14,7
496,7,16,15,11,15
497,9,15,9,8,14
498,9,12,9,7,15
499,81,76,75,82,83
500,9,14,12,8,9
501,12,15,16,9,6
502,9,8,8,15,11
503,7,13,11,10,8
504,80,76,81,79,82
505,13,8,12,11,14
506,6,12,8,9,7
507,14,10,15,15,13
508,9,9,15,6,11
509,9,6,10,6,12
510,6,10,6,15,9
511,12,13,8,10,10
512,9,9,12,8,8
513,7,7,11,7,7
514,7,6,15,9,9
515,10,10,15,12,13
516,14,7,14,7,7
517,8,15,7,14,9
518,13,7,11,14,11
519,10,10,13,10,6
520,14,10,5,13,6
521,5,3,5,4,4
522,7,12,15,6,5
523,12,7,12,5,9
524,7,10,13,11,12
525,78,76,68,76,82
526,76,80,68,81,76
527,12,8,6,11,12
528,6,9,8,10,7
529,5,11,12,15,9
530,11,15,10,9,11
531,10,11,7,14,7
532,8,10,11,7,13
533,9,7,14,6,9
534,6,6,7,10,7
535,12,13,8,5,5
536,13,10,12,12,13
537,13,14,7,7,9
538,13,7,9,7,6
539,15,6,8,8,8
540,15,11,9,6,13
541,14,12,9,14,6
542,12,6,8,12,12
543,7,6,12,14,13
544,12,7,10,6,12
545,8,5,12,5,15
546,11,10,15,14,10
547,14,9,6,7,15
548,80,77,78,77,81
549,80,82,68,78,80
550,8,7,14,14,12
551,6,10,11,5,6
552,12,9,14,14,15
553,6,14,10,7,14
554,9,12,8,10,9
555,81,75,71,77,82
556,15,7,16,9,8
557,9,9,14,15,8
558,9,10,6,6,7
559,13,13,16,8,9
560,79,75,77,83,74
561,11,6,6,10,14
562,15,11,13,11,11
563,14,8,11,13,9
564,80,76,72,79,80
565,9,7,10,6,15
566,15,16,13,13,8
567,9,7,15,7,15
568,9,11,12,7,15
569,10,7,14,11,15
570,11,14,11,6,8
571,12,14,14,10,16
572,11,16,7,7,8
573,15,14,8,14,14
574,8,9,7,10,10
575,11,9,14,16,12
576,80,75,73,76,82
577,6,14,16,11,7
578,7,12,8,10,14
579,7,9,9,10,14
580,12,11,15,10,6
581,8,11,12,5,6
582,82,75,78,76,80
583,77,79,74,77,81
584,12,16,16,15,8
585,9,14,6,10,11
586,11,9,10,13,13
587,14,14,7,16,11
588,5,7,7,10,7
589,14,12,9,12,11
590,80,77,78,77,78
591,10,11,11,6,8
592,76,80,72,82,77
593,76,73,70,90,76
594,8,12,6,9,13
595,6,8,13,15,7
596,14,11,8,13,9
597,9,13,7,9,8
598,6,15,15,12,10
599,8,10,13,8,7
600,13,7,9,9,11
601,14,6,11,5,11
602,14,6,11,7,10
603,9,7,5,6,14
604,76,75,73,78,83
605,7,11,9,5,9
606,8,8,8,10,5
607,80,78,77,75,82
608,9,14,6,5,11
609,8,7,12,9,13
610,80,79,77,81,81
611,16,14,7,15,8
612,16,10,8,8,11
613,14,16,7,11,12
614,10,12,7,11,10
615,14,8,12,9,7
616,15,15,9,8,9
617,11,13,5,13,8
618,8,15,10,12,8
619,12,10,9,5,7
620,9,10,11,8,9
621,8,8,14,11,10
622,80,77,76,79,80
623,15,16,9,12,6
624,77,78,75,80,80
625,7,8,11,7,13
626,78,74,85,78,82
627,9,9,11,11,10
628,13,16,14,8,7
629,79,79,71,79,81
630,11,6,9,12,9
631,12,16,11,7,15
632,10,15,8,10,6
633,12,16,7,12,6
634,10,13,12,16,6
635,8,11,8,14,12
636,9,7,13,9,12
637,9,12,15,9,8
638,7,15,12,14,9
639,81,77,60,80,83
640,12,13,8,14,10
641,8,14,15,7,10
642,12,6,13,16,10
643,9,8,10,11,10
644,8,14,14,13,12
645,9,16,16,15,6
646,9,12,6,13,16
647,8,13,14,14,7
648,7,15,7,10,10
649,11,9,8,6,11
650,8,9,11,6,10
651,78,74,69,80,85
652,13,9,11,12,7
653,6,15,8,8,8
654,14,15,10,13,12
655,9,12,14,9,8
656,14,7,13,10,12
657,9,14,13,14,10
658,9,14,16,7,7
659,9,13,12,10,12
660,7,10,12,10,6
661,12,6,15,7,15
662,10,10,7,10,10
663,15,10,11,12,7
664,10,6,13,10,10
665,15,12,12,15,14
666,82,75,77,77,82
667,16,7,8,14,11
668,14,8,11,7,7
669,9,14,12,7,8
670,11,7,6,7,14
671,15,10,14,12,15
672,10,14,10,7,7
673,10,15,11,8,13
674,14,8,13,10,9
675,13,9,6,12,16
676,78,75,72,76,82
677,8,9,11,8,13
678,14,13,8,9,9
679,6,12,12,9,13
680,7,13,11,8,13
681,6,10,8,15,6
682,8,6,7,8,10
683,15,6,8,12,5
684,11,13,9,10,13
685,9,10,8,13,5
686,11,8,14,8,8
687,10,6,7,6,6
688,12,11,10,5,9
689,12,5,13,9,11
690,9,15,10,6,9
691,13,11,6,14,7
692,79,78,74,79,80
693,12,6,10,6,11
694,11,6,13,10,8
695,11,14,6,10,11
696,8,6,6,11,15
697,10,6,6,8,9
698,81,74,60,69,84
699,9,6,9,12,12
700,9,7,13,15,8
701,7,14,15,8,5
702,7,11,8,7,10
703,6,13,7,12,6
704,7,8,13,12,6
705,13,7,13,12,12
706,7,6,13,14,15
707,79,78,74,78,80
708,9,6,9,7,9
709,14,13,11,15,5
710,8,10,14,12,11
711,8,8,15,9,12
712,6,14,15,9,14
713,8,9,11,12,12
714,8,5,14,6,15
715,77,76,74,79,81
716,12,11,11,10,7
717,10,11,9,14,11
718,14,13,13,14,15
719,11,15,13,10,10
720,7,12,7,16,12
721,12,15,9,14,11
722,11,14,8,15,11
723,15,13,9,14,9
724,14,10,15,15,13
725,8,9,12,11,16
726,13,5,9,8,14
727,12,9,9,11,12
728,7,8,7,7,5
729,12,8,6,6,14
730,4,5,3,4,8
731,9,12,8,9,15
732,7,16,13,15,10
733,81,73,79,77,79
734,15,7,12,10,14
735,14,7,9,9,12
736,10,14,7,15,14
737,14,7,10,11,11
738,9,11,13,16,8
739,6,14,10,6,14
740,77,78,84,78,78
741,78,75,77,76,80
742,11,15,16,12,15
743,9,7,11,6,16
744,14,10,8,13,9
745,77,82,75,78,79
746,16,13,8,12,9
747,15,12,6,7,13
748,8,15,7,15,15
749,16,6,10,8,16
750,8,8,9,12,15
751,79,76,73,77,79
752,8,14,15,10,13
753,78,79,73,74,80
754,7,11,10,16,10
755,12,14,14,12,8
756,9,15,14,10,16
757,14,16,10,7,12
758,77,75,70,78,80
759,15,14,12,9,10
760,10,7,7,16,10
761,7,7,14,6,8
762,9,10,10,12,14
763,7,10,6,9,11
764,13,8,10,7,9
765,10,13,11,7,8
766,12,9,10,8,6
767,7,10,15,16,9
768,9,11,7,15,13
769,15,13,8,11,12
770,11,8,13,12,15
771,15,14,16,15,8
772,10,7,14,12,15
773,14,14,14,6,10
774,14,9,15,10,15
775,12,8,9,11,10
776,8,14,8,13,13
777,78,73,73,79,82
778,80,78,67,76,80
779,11,8,12,7,11
780,75,71,70,76,84
781,79,77,73,75,77
782,7,14,13,11,6
783,10,12,12,8,14
784,6,13,14,7,14
785,79,73,70,77,81
786,8,9,9,10,8
787,15,14,8,6,7
788,9,10,15,13,15
789,12,6,13,10,7
790,78,76,82,76,80
791,11,14,14,14,10
792,11,14,14,11,8
793,16,7,8,11,11
794,8,7,10,9,10
795,10,8,14,10,8
796,11,14,13,12,7
797,9,8,14,6,11
798,7,8,15,10,9
799,16,9,13,8,6
800,8,13,15,6,9
801,7,8,12,15,10
802,15,16,9,10,14
803,9,8,14,7,11
804,78,78,63,78,80
805,8,11,6,7,10
806,8,7,11,7,9
807,6,6,10,14,10
808,12,14,10,11,16
809,14,8,8,10,10
810,9,14,6,8,7
811,9,8,12,7,7
812,11,7,9,6,12
813,14,14,8,7,15
814,6,9,13,13,12
815,14,8,11,12,14
816,13,9,13,10,6
817,10,5,8,9,6
818,13,11,10,10,9
819,12,14,14,8,13
820,6,7,7,7,7
821,11,15,9,6,8
822,9,13,7,11,5
823,13,12,15,5,7
824,12,13,8,5,10
825,6,8,9,10,13
826,11,12,10,5,14
827,6,12,13,9,9
828,10,6,10,6,8
829,9,8,13,8,14
830,12,12,7,9,5
831,7,12,15,15,6
832,14,14,13,10,7
833,14,8,6,6,9
834,10,10,9,12,7
835,14,12,7,14,13
836,14,13,13,9,9
837,8,14,16,13,7
838,14,7,8,9,15
839,9,8,7,11,12
840,11,13,14,9,15
841,12,6,14,7,12
842,13,12,7,14,7
843,80,74,73,76,82
844,10,6,8,11,13
845,11,6,9,13,6
846,10,13,14,9,11
847,9,11,11,8,6
848,9,16,8,8,10
849,9,8,16,7,15
850,9,14,13,8,10
851,8,10,8,13,10
852,7,8,8,8,7
853,6,12,10,7,9
854,7,11,10,16,7
855,14,8,10,6,13
856,7,10,13,7,15
857,11,10,11,9,10
858,12,7,12,10,7
859,77,78,73,75,78
860,13,16,14,15,14
861,12,15,14,8,9
862,13,8,14,9,15
863,13,9,15,15,15
864,8,11,7,8,8
865,10,14,12,8,11
866,78,74,75,74,78
867,9,9,14,14,9
868,9,10,16,7,15
869,8,13,9,6,8
870,16,9,9,15,7
871,10,11,14,13,7
872,14,10,14,12,9
873,12,9,5,9,5
874,77,76,71,76,76
875,9,12,7,11,15
876,15,8,12,11,9
877,13,9,5,7,9
878,76,74,78,76,76
879,15,12,9,7,13
880,11,16,8,14,16
881,15,16,10,15,6
882,16,9,6,9,9
883,8,12,11,13,13
884,15,12,7,10,16
885,7,13,10,11,5
886,15,13,7,8,10
887,10,12,10,15,8
888,6,11,12,14,10
889,16,8,8,7,8
890,11,7,9,10,11
891,10,7,6,14,9
892,11,8,10,6,11
893,7,6,11,15,9
894,8,12,8,13,10
895,11,8,10,13,15
896,8,5,6,13,14
897,5,11,12,8,7
898,76,75,67,79,77
899,10,9,9,6,10
900,9,10,6,8,13
901,7,7,14,6,6
902,9,15,7,9,5
903,7,8,15,12,13
904,79,74,75,72,82
905,9,9,14,14,13
906,12,10,8,7,7
907,14,13,7,6,9
908,10,5,10,12,8
909,6,8,9,8,6
910,9,11,13,9,6
911,9,7,8,9,8
912,15,10,8,8,13
913,7,6,9,11,8
914,11,13,8,12,8
915,9,16,10,14,7
916,14,10,11,11,9
917,15,12,11,8,11
918,11,15,15,12,7
919,79,72,64,76,81
920,14,9,7,9,15
921,14,15,11,8,12
922,15,8,13,12,6
923,10,8,7,5,14
924,12,13,6,12,11
925,10,11,12,11,11
926,10,11,15,10,12
927,8,10,12,14,8
928,7,13,12,13,9
929,79,70,74,78,81
930,10,15,8,11,14
931,4,4,4,4,4
932,7,10,15,15,15
933,10,8,12,9,12
934,6,11,11,13,10
935,9,11,8,6,6
936,10,15,7,14,15
937,8,13,6,15,14
938,9,15,10,12,9
939,14,7,11,15,7
940,13,6,7,7,12
941,10,13,13,15,14
942,12,15,16,7,13
943,15,8,16,10,13
944,10,14,7,8,7
945,13,14,12,8,14
946,77,73,78,75,80
947,15,7,12,7,9
948,13,7,9,15,14
949,75,77,79,79,76
950,5,10,13,6,6
951,7,9,13,10,15
952,11,6,11,7,13
953,15,10,9,14,13
954,78,74,66,76,80
955,16,8,6,8,15
956,7,7,14,10,13
957,5,3,5,5,3
958,8,15,15,16,11
959,15,7,11,14,12
960,8,6,13,15,9
961,14,14,10,9,12
962,14,11,15,8,16
963,6,6,15,16,7
964,7,16,11,13,13
965,9,16,11,13,8
966,15,12,11,11,8
967,15,8,9,12,9
968,12,8,12,16,16
969,2,2,2,4,2
970,16,14,9,16,8
971,14,8,11,10,8
972,6,8,15,5,15
973,10,16,12,9,14
974,9,7,5,9,10
975,14,12,13,7,13
976,6,10,8,8,6
977,7,10,10,11,10
978,75,73,73,79,75
979,6,14,8,13,14
980,11,9,13,11,9
981,8,13,10,10,9
982,10,7,9,8,10
983,7,9,14,11,9
984,14,14,14,10,8
985,12,9,14,13,6
986,11,10,9,11,10
987,10,14,9,10,11
988,7,5,5,8,11
989,13,10,14,6,6
990,14,12,6,7,14
991,13,8,14,10,12
992,7,11,5,15,12
993,15,6,10,6,13
994,11,11,5,9,12
995,9,12,7,10,9
996,9,5,12,7,13
997,11,10,10,15,15
998,10,6,13,9,10
999,9,5,15,13,6
1000,5,13,6,12,15
